Order ID,Order Date,Ship Date,EmailID,Geography,Category,Product Name,Sales,Quantity,Profit,Shipping Days,Profit Margin,Month,year
CA-2013-148096,17-08-2013,20-08-2013,AnthonyO'Donnell@gmail.com,"United States,Los Angeles,California",Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",161.28,2.00,12.10,3,7.5,8,2013
CA-2013-146766,05-11-2013,05-11-2013,ThomasThornton@gmail.com,"United States,Chula Vista,California",Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,192.80,4.00,55.91,0,29,11,2013
CA-2011-131247,30-03-2011,04-04-2011,GuyArmstrong@gmail.com,"United States,San Francisco,California",Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.67,2.00,-12.10,5,-5.882352941,3,2011
US-2012-113593,18-04-2012,20-04-2012,NathanCano@gmail.com,"United States,Santa Maria,California",Storage,Advantus Rolling Drawer Organizers,115.44,3.00,30.01,2,26,4,2012
CA-2011-133543,22-12-2011,26-12-2011,KhloeMiller@gmail.com,"United States,San Jose,California",Art,Newell 332,11.76,4.00,3.18,4,27,12,2011
CA-2014-105130,22-11-2014,26-11-2014,PatrickJones@gmail.com,"United States,San Francisco,California",Art,Newell 332,11.76,4.00,3.18,4,27,11,2014
CA-2013-161928,28-06-2013,30-06-2013,AnnaChung@gmail.com,"United States,San Francisco,California",Phones,Ooma Telo VoIP Home Phone System,201.58,2.00,12.60,2,6.25,6,2013
CA-2014-101322,29-12-2014,01-01-2015,JasonGross@gmail.com,"United States,Long Beach,California",Chairs,Novimex Turbo Task Chair,340.70,6.00,-34.07,3,-10,12,2014
CA-2011-111871,18-03-2011,21-03-2011,EileenKiefer@gmail.com,"United States,San Francisco,California",Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10.00,70.49,3,5.882352941,3,2011
CA-2014-139437,04-07-2014,09-07-2014,RobDowd@gmail.com,"United States,Los Angeles,California",Storage,Rogers Deluxe File Chest,87.92,4.00,0.88,5,1,7,2014
CA-2013-161025,04-12-2013,10-12-2013,GaryMcGarr@gmail.com,"United States,Los Angeles,California",Storage,Fellowes Staxonsteel Drawer Files,772.68,4.00,108.18,6,14,12,2013
CA-2012-132815,19-09-2012,22-09-2012,RickWilson@gmail.com,"United States,Los Angeles,California",Paper,Personal Creations Ink Jet Cards and Labels,22.96,2.00,11.25,3,49,9,2012
CA-2013-143609,12-12-2013,14-12-2013,DeborahBrumfield@gmail.com,"United States,Portland,Oregon",Chairs,"Global Fabric Manager's Chair, Dark Gray",403.92,5.00,25.25,2,6.25,12,2013
CA-2014-107986,14-12-2014,14-12-2014,MitchWebber@gmail.com,"United States,Seattle,Washington",Storage,Sterilite Officeware Hinged File Box,31.44,3.00,8.49,0,27,12,2014
CA-2013-118332,17-12-2013,24-12-2013,PeteKriz@gmail.com,"United States,Apple Valley,California",Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,563.92,5.00,7.05,7,1.25,12,2013
CA-2014-119809,19-08-2014,26-08-2014,YanaSorensen@gmail.com,"United States,Seattle,Washington",Binders,Fellowes PB300 Plastic Comb Binding Machine,2793.53,9.00,942.82,7,33.75,8,2014
CA-2014-149944,13-11-2014,17-11-2014,MariaBertelson@gmail.com,"United States,Longview,Washington",Fasteners,Staples,18.24,3.00,9.12,4,50,11,2014
CA-2011-128538,11-10-2011,15-10-2011,AlanShonely@gmail.com,"United States,Redondo Beach,California",Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.64,1.00,3.74,4,49,10,2011
US-2014-157224,15-09-2014,19-09-2014,JoyBell-@gmail.com,"United States,Los Angeles,California",Labels,Avery 48,56.70,9.00,26.08,4,46,9,2014
CA-2012-133445,05-10-2012,09-10-2012,JeremyFarry@gmail.com,"United States,Portland,Oregon",Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",66.29,1.00,-103.86,4,-156.6666667,10,2012
US-2014-142188,12-09-2014,12-09-2014,JenniferFerguson@gmail.com,"United States,Seattle,Washington",Chairs,Office Star - Contemporary Task Swivel Chair,177.57,2.00,8.88,0,5,9,2014
CA-2012-134075,12-12-2012,16-12-2012,HelenAbelman@gmail.com,"United States,San Jose,California",Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,166.50,3.00,21.65,4,13,12,2012
US-2013-131912,30-10-2013,02-11-2013,LoganHaushalter@gmail.com,"United States,Los Angeles,California",Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",11.74,1.00,3.82,3,32.5,10,2013
CA-2013-165561,25-11-2013,29-11-2013,ClayRozendal@gmail.com,"United States,Bellevue,Washington",Supplies,"Elite 5"" Scissors",25.35,3.00,7.61,4,30,11,2013
CA-2012-112305,20-11-2012,25-11-2012,KatrinaBavinger@gmail.com,"United States,Seattle,Washington",Art,Newell 334,119.04,6.00,30.95,5,26,11,2012
CA-2012-162607,12-05-2012,18-05-2012,RoseO'Brian@gmail.com,"United States,Seattle,Washington",Binders,Prestige Round Ring Binders,14.59,3.00,4.92,6,33.75,5,2012
CA-2014-102379,03-12-2014,07-12-2014,BrendaBowman@gmail.com,"United States,Oakland,California",Phones,Anker Astro 15000mAh USB Portable Charger,39.99,1.00,-8.00,4,-20,12,2014
US-2013-139087,18-07-2013,23-07-2013,DennisKane@gmail.com,"United States,Seattle,Washington",Furnishings,Eldon Image Series Black Desk Accessories,12.42,3.00,4.47,5,36,7,2013
CA-2013-100944,25-09-2013,29-09-2013,EdwardHooks@gmail.com,"United States,Los Angeles,California",Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",304.90,5.00,143.30,4,47,9,2013
CA-2011-100090,08-07-2011,12-07-2011,EdBraxton@gmail.com,"United States,San Francisco,California",Tables,Hon 2111 Invitation Series Corner Table,502.49,3.00,-87.94,4,-17.5,7,2011
US-2012-139675,13-03-2012,18-03-2012,NicoleFjeld@gmail.com,"United States,Chico,California",Chairs,Global Deluxe High-Back Manager's Chair,915.14,4.00,102.95,5,11.25,3,2012
CA-2012-151253,22-04-2012,26-04-2012,AnnieZypern@gmail.com,"United States,Los Angeles,California",Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.78,3.00,7.77,4,8.75,4,2012
CA-2011-169852,21-10-2011,26-10-2011,SylviaFoulston@gmail.com,"United States,San Diego,California",Binders,Plastic Binding Combs,36.36,3.00,12.27,5,33.75,10,2011
CA-2014-107314,01-12-2014,04-12-2014,MariaZettner@gmail.com,"United States,San Francisco,California",Furnishings,Contemporary Borderless Frame,25.83,3.00,9.56,3,37,12,2014
CA-2013-163328,05-11-2013,07-11-2013,TracyPoddar@gmail.com,"United States,Eugene,Oregon",Supplies,Serrated Blade or Curved Handle Hand Letter Openers,17.58,7.00,-4.18,2,-23.75,11,2013
CA-2011-112837,11-09-2011,16-09-2011,LizWillingham@gmail.com,"United States,Oxnard,California",Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3.00,21.75,5,17,9,2011
CA-2014-161459,26-11-2014,30-11-2014,EdwardBecker@gmail.com,"United States,Laguna Niguel,California",Phones,PayAnywhere Card Reader,39.96,5.00,3.50,4,8.75,11,2014
CA-2012-110289,29-10-2012,02-11-2012,NonaBalk@gmail.com,"United States,San Francisco,California",Paper,Xerox 1898,33.40,5.00,16.03,4,48,10,2012
CA-2013-165995,31-08-2013,07-09-2013,BruceGeld@gmail.com,"United States,Los Angeles,California",Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4.00,15.99,7,34,8,2013
CA-2012-104486,01-05-2012,06-05-2012,PatrickO'Brill@gmail.com,"United States,San Francisco,California",Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,1.00,4.41,5,36.25,5,2012
CA-2014-139080,24-01-2014,29-01-2014,ChrisSelesnick@gmail.com,"United States,Seattle,Washington",Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5.00,6.89,5,35,1,2014
CA-2012-115693,10-12-2012,15-12-2012,FrankCarlisle@gmail.com,"United States,Los Angeles,California",Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.30,2.00,15.76,5,28,12,2012
US-2011-107993,25-11-2011,30-11-2011,SanjitEngle@gmail.com,"United States,Springfield,Oregon",Art,Dixon Ticonderoga Core-Lock Colored Pencils,51.02,7.00,8.29,5,16.25,11,2011
CA-2014-110443,22-11-2014,26-11-2014,ChlorisKastensmidt@gmail.com,"United States,Renton,Washington",Binders,Vinyl Sectional Post Binders,150.80,5.00,56.55,4,37.5,11,2014
US-2014-147998,20-05-2014,25-05-2014,SueAnnReed@gmail.com,"United States,San Jose,California",Binders,GBC Twin Loop Wire Binding Elements,133.12,5.00,49.92,5,37.5,5,2014
US-2013-116442,16-12-2013,23-12-2013,BenjaminPatterson@gmail.com,"United States,Los Angeles,California",Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2.00,4.28,7,29,12,2013
US-2011-163797,08-04-2011,13-04-2011,PaulineChand@gmail.com,"United States,Chandler,Arizona",Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.79,8.00,-11.83,5,-23.75,4,2011
CA-2014-154074,01-09-2014,03-09-2014,BartWatters@gmail.com,"United States,Spokane,Washington",Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.57,2.00,7.12,2,1.25,9,2014
CA-2014-144750,22-08-2014,22-08-2014,DionisLloyd@gmail.com,"United States,Chandler,Arizona",Paper,Xerox 1941,83.88,1.00,29.36,0,35,8,2014
CA-2011-159121,26-07-2011,01-08-2011,JackO'Briant@gmail.com,"United States,Draper,Utah",Accessories,Memorex Micro Travel Drive 16 GB,111.93,7.00,34.70,6,31,7,2011
CA-2012-149650,24-10-2012,27-10-2012,RobertDilbeck@gmail.com,"United States,Oakland,California",Chairs,Novimex High-Tech Fabric Mesh Task Chair,454.27,8.00,-73.82,3,-16.25,10,2012
US-2014-116897,28-05-2014,30-05-2014,JamesGalang@gmail.com,"United States,Pocatello,Idaho",Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.00,4.00,14.70,2,42,5,2014
CA-2014-161102,01-08-2014,04-08-2014,ErinCreighton@gmail.com,"United States,San Francisco,California",Storage,Eldon Portable Mobile Manager,56.56,2.00,15.27,3,27,8,2014
CA-2014-153080,23-05-2014,26-05-2014,EricHoffmann@gmail.com,"United States,Los Angeles,California",Accessories,"Maxell 74 Minute CDR, 10/Pack",68.46,7.00,25.33,3,37,5,2014
CA-2014-167640,07-03-2014,11-03-2014,FrankCarlisle@gmail.com,"United States,San Francisco,California",Art,Fluorescent Highlighters by Dixon,23.88,6.00,8.12,4,34,3,2014
US-2014-116652,16-09-2014,20-09-2014,RickDuston@gmail.com,"United States,San Francisco,California",Chairs,"Leather Task Chair, Black",218.35,3.00,0.00,4,0,9,2014
US-2014-107888,17-11-2014,20-11-2014,ChrisCortes@gmail.com,"United States,Seattle,Washington",Paper,Xerox 1933,73.68,6.00,34.63,3,47,11,2014
CA-2014-161578,17-12-2014,22-12-2014,RickBensley@gmail.com,"United States,Los Angeles,California",Paper,Xerox 1898,13.36,2.00,6.41,5,48,12,2014
CA-2013-160941,22-07-2013,27-07-2013,DamalaKotsonis@gmail.com,"United States,Roseville,California",Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,419.90,5.00,197.35,5,47,7,2013
CA-2013-161543,11-05-2013,17-05-2013,RogerDemir@gmail.com,"United States,Seattle,Washington",Paper,Xerox 1965,11.96,2.00,5.86,6,49,5,2013
CA-2014-123085,04-03-2014,09-03-2014,EdJacobs@gmail.com,"United States,Los Angeles,California",Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,1049.44,8.00,440.76,5,42,3,2014
CA-2011-103660,25-08-2011,30-08-2011,MitchWebber@gmail.com,"United States,Seattle,Washington",Phones,Polycom VVX 310 VoIP phone,1007.94,7.00,75.60,5,7.5,8,2011
CA-2013-169887,23-10-2013,23-10-2013,MaryBethSkach@gmail.com,"United States,Seattle,Washington",Paper,Xerox 1986,6.68,1.00,3.21,0,48,10,2013
CA-2013-148516,08-08-2013,12-08-2013,DorothyWardle@gmail.com,"United States,Edmonds,Washington",Accessories,Logitech Illuminated - Keyboard,179.97,3.00,86.39,4,48,8,2013
CA-2012-103716,30-04-2012,06-05-2012,KenBlack@gmail.com,"United States,San Francisco,California",Art,Newell 324,34.65,3.00,9.70,6,28,4,2012
CA-2014-146346,18-06-2014,21-06-2014,RyanAkin@gmail.com,"United States,Commerce City,Colorado",Storage,Carina Media Storage Towers in Natural & Black,146.35,3.00,-32.93,3,-22.5,6,2014
CA-2013-148852,27-05-2013,01-06-2013,StewartVisinsky@gmail.com,"United States,Santa Ana,California",Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3.00,0.00,5,0,5,2013
CA-2013-168921,21-10-2013,23-10-2013,AndrewGjertsen@gmail.com,"United States,Los Angeles,California",Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.30,3.00,6.03,2,31.25,10,2013
CA-2013-123512,18-06-2013,20-06-2013,MikeVittorini@gmail.com,"United States,Los Angeles,California",Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.67,2.00,14.10,2,5.882352941,6,2013
CA-2011-130449,06-09-2011,09-09-2011,VictoriaPisteka@gmail.com,"United States,San Francisco,California",Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",41.88,6.00,12.15,3,29,9,2011
CA-2011-138513,23-05-2011,27-05-2011,EricaHackney@gmail.com,"United States,Bellevue,Washington",Paper,Xerox 1999,12.96,2.00,6.22,4,48,5,2011
CA-2013-105081,26-12-2013,31-12-2013,JoeElijah@gmail.com,"United States,Seattle,Washington",Chairs,Global Executive Mid-Back Manager's Chair,698.35,3.00,52.38,5,7.5,12,2013
CA-2013-166275,25-10-2013,25-10-2013,SoniaSunley@gmail.com,"United States,San Francisco,California",Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,199.99,1.00,86.00,0,43,10,2013
US-2012-156496,10-08-2012,16-08-2012,WilliamBrown@gmail.com,"United States,Redmond,Oregon",Phones,AT&T 1080 Corded phone,438.37,4.00,38.36,6,8.75,8,2012
US-2013-127334,16-12-2013,22-12-2013,MikePelletier@gmail.com,"United States,Springfield,Oregon",Tables,Bretford Rectangular Conference Table Tops,564.20,3.00,-304.67,6,-54,12,2013
CA-2014-135937,21-02-2014,28-02-2014,KatherineMurray@gmail.com,"United States,Gilbert,Arizona",Phones,Toshiba IPT2010-SD IP Telephone,333.58,3.00,25.02,7,7.5,2,2014
CA-2011-154837,23-08-2011,27-08-2011,RobertBarroso@gmail.com,"United States,Los Angeles,California",Binders,GBC Linen Binding Covers,49.57,2.00,17.35,4,35,8,2011
CA-2012-153794,11-09-2012,16-09-2012,SeanBraxton@gmail.com,"United States,San Diego,California",Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,7.00,79.76,5,30,9,2012
CA-2011-150329,10-10-2011,14-10-2011,ShirleyDaniels@gmail.com,"United States,Phoenix,Arizona",Furnishings,Westinghouse Clip-On Gooseneck Lamps,46.87,7.00,3.52,4,7.5,10,2011
CA-2011-109134,05-11-2011,10-11-2011,DeanraEno@gmail.com,"United States,Los Angeles,California",Furnishings,OIC Stacking Trays,20.04,6.00,8.82,5,44,11,2011
CA-2012-165162,14-05-2012,21-05-2012,HunterGlantz@gmail.com,"United States,Los Angeles,California",Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4.00,55.90,7,5,5,2012
CA-2014-140494,11-03-2014,16-03-2014,CandaceMcMahon@gmail.com,"United States,San Francisco,California",Accessories,Maxell LTO Ultrium - 800 GB,111.96,4.00,21.27,5,19,3,2014
CA-2014-145429,22-07-2014,26-07-2014,ShaunWeien@gmail.com,"United States,San Diego,California",Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",16.34,2.00,7.68,4,47,7,2014
CA-2012-139164,23-06-2012,28-06-2012,ChristineSundaresam@gmail.com,"United States,Long Beach,California",Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.58,2.00,19.04,5,8.75,6,2012
CA-2012-123141,14-11-2012,19-11-2012,GaryZandusky@gmail.com,"United States,Rio Rancho,New Mexico",Chairs,SAFCO Arco Folding Chair,883.84,4.00,99.43,5,11.25,11,2012
CA-2013-149503,10-12-2013,13-12-2013,StephaniePhelps@gmail.com,"United States,Stockton,California",Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",273.92,8.00,99.30,3,36.25,12,2013
CA-2014-102974,20-09-2014,25-09-2014,DavePoirier@gmail.com,"United States,Los Angeles,California",Accessories,Microsoft Natural Ergonomic Keyboard 4000,149.95,5.00,31.49,5,21,9,2014
CA-2013-128811,13-09-2013,17-09-2013,SarahFoster@gmail.com,"United States,Seattle,Washington",Fasteners,OIC Bulk Pack Metal Binder Clips,10.47,3.00,4.82,4,46,9,2013
CA-2011-120096,04-07-2011,07-07-2011,KatrinaEdelman@gmail.com,"United States,Aurora,Colorado",Paper,Xerox 194,177.54,4.00,62.14,3,35,7,2011
CA-2013-123358,11-04-2013,18-04-2013,BrianThompson@gmail.com,"United States,San Francisco,California",Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,113.76,3.00,44.37,7,39,4,2013
US-2014-101784,07-07-2014,12-07-2014,PatrickO'Brill@gmail.com,"United States,Los Angeles,California",Chairs,"Global Task Chair, Black",122.14,3.00,-13.74,5,-11.25,7,2014
CA-2014-139402,10-12-2014,14-12-2014,NickCrebassa@gmail.com,"United States,Phoenix,Arizona",Paper,Multicolor Computer Printout Paper,419.40,5.00,146.79,4,35,12,2014
CA-2013-119018,05-11-2013,09-11-2013,CarlWeiss@gmail.com,"United States,Los Angeles,California",Binders,Tuff Stuff Recycled Round Ring Binders,7.71,2.00,2.80,4,36.25,11,2013
CA-2013-124527,17-11-2013,18-11-2013,IoniaMcGrath@gmail.com,"United States,Roseville,California",Binders,Round Ring Binders,8.32,5.00,2.81,1,33.75,11,2013
CA-2013-162348,11-11-2013,16-11-2013,BenFerrer@gmail.com,"United States,Sacramento,California",Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,1.00,2.79,5,28,11,2013
CA-2013-109827,26-12-2013,02-01-2014,LaurelWorkman@gmail.com,"United States,Phoenix,Arizona",Tables,KI Conference Tables,35.45,1.00,-24.10,7,-68,12,2013
CA-2011-152233,05-10-2011,06-10-2011,KeithHerrera@gmail.com,"United States,Pomona,California",Accessories,Plantronics Audio 478 Stereo USB Headset,99.98,2.00,34.99,1,35,10,2011
CA-2014-162880,26-12-2014,30-12-2014,GiuliettaDortch@gmail.com,"United States,Everett,Washington",Binders,Tuff Stuff Recycled Round Ring Binders,3.86,1.00,1.40,4,36.25,12,2014
CA-2011-144414,17-06-2011,21-06-2011,GaryHwang@gmail.com,"United States,Seattle,Washington",Furnishings,Eldon Wave Desk Accessories,6.24,3.00,2.62,4,42,6,2011
US-2014-115609,03-11-2014,08-11-2014,CindyStewart@gmail.com,"United States,Los Angeles,California",Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,168.10,5.00,43.71,5,26,11,2014
CA-2013-153101,09-09-2013,09-09-2013,PaulineJohnson@gmail.com,"United States,Santa Ana,California",Tables,"Lesro Round Back Collection Coffee Table, End Table",146.04,1.00,-12.78,0,-8.75,9,2013
CA-2013-142615,21-11-2013,25-11-2013,BrendanMurry@gmail.com,"United States,Montebello,California",Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,27.88,2.00,3.90,4,14,11,2013
CA-2014-142643,16-10-2014,21-10-2014,DionisLloyd@gmail.com,"United States,Thousand Oaks,California",Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",152.65,5.00,70.22,5,46,10,2014
CA-2014-107517,06-02-2014,10-02-2014,FredChung@gmail.com,"United States,Torrance,California",Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.70,5.00,459.40,4,28,2,2014
CA-2011-147543,06-07-2011,12-07-2011,BeckyCastell@gmail.com,"United States,El Cajon,California",Chairs,Global Comet Stacking Armless Chair,478.48,2.00,47.85,6,10,7,2011
US-2013-159093,10-05-2013,15-05-2013,RicardoSperren@gmail.com,"United States,Los Angeles,California",Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4.00,14.42,5,45,5,2013
CA-2013-162110,19-07-2013,23-07-2013,NoraPaige@gmail.com,"United States,Phoenix,Arizona",Phones,iHome FM Clock Radio with Lightning Dock,55.99,1.00,3.50,4,6.25,7,2013
CA-2011-101462,20-04-2011,25-04-2011,BenjaminPatterson@gmail.com,"United States,Los Angeles,California",Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",59.92,4.00,27.56,5,46,4,2011
CA-2014-128965,18-04-2014,23-04-2014,PamelaStobb@gmail.com,"United States,Los Angeles,California",Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14,3.00,13.51,5,48,4,2014
US-2013-126452,22-08-2013,29-08-2013,ScotCoram@gmail.com,"United States,Los Angeles,California",Binders,Avery Durable Slant Ring Binders,12.67,2.00,4.75,7,37.5,8,2013
CA-2012-162544,16-12-2012,19-12-2012,SandraGlassco@gmail.com,"United States,Seattle,Washington",Paper,Xerox 190,4.98,1.00,2.34,3,47,12,2012
CA-2012-137113,01-12-2012,05-12-2012,TamaraWillingham@gmail.com,"United States,Seattle,Washington",Chairs,Global Troy Executive Leather Low-Back Tilter,2003.92,5.00,125.25,4,6.25,12,2012
CA-2014-120222,26-04-2014,03-05-2014,LaurenLeatherbury@gmail.com,"United States,Los Angeles,California",Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3.00,8.76,7,46,4,2014
US-2014-135013,25-07-2014,25-07-2014,HaroldRyan@gmail.com,"United States,Huntington Beach,California",Copiers,Hewlett Packard LaserJet 3310 Copier,2399.96,5.00,839.99,0,35,7,2014
US-2014-149006,07-12-2014,09-12-2014,BradNorvell@gmail.com,"United States,Brentwood,California",Storage,Staples,10.68,1.00,2.88,2,27,12,2014
CA-2013-140249,28-09-2013,04-10-2013,ShaunWeien@gmail.com,"United States,Seattle,Washington",Phones,Samsung Galaxy S4,1001.58,2.00,125.20,6,12.5,9,2013
US-2014-115301,30-07-2014,03-08-2014,VivekGonzalez@gmail.com,"United States,Seattle,Washington",Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,2.00,25.51,4,22,7,2014
CA-2014-168942,02-08-2014,06-08-2014,EricMurdock@gmail.com,"United States,San Francisco,California",Storage,"Fellowes Mobile File Cart, Black",186.54,3.00,50.37,4,27,8,2014
US-2014-128398,03-05-2014,06-05-2014,ElizabethMoffitt@gmail.com,"United States,Los Angeles,California",Accessories,Logitech MX Performance Wireless Mouse,159.56,4.00,59.04,3,37,5,2014
CA-2011-124247,16-12-2011,21-12-2011,StefanieHolloman@gmail.com,"United States,Sacramento,California",Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1403.92,5.00,70.20,5,5,12,2011
CA-2013-105473,17-04-2013,19-04-2013,BryanMills@gmail.com,"United States,Seattle,Washington",Supplies,Stiletto Hand Letter Openers,28.80,3.00,0.86,2,3,4,2013
CA-2014-121706,27-02-2014,03-03-2014,BeckyMartin@gmail.com,"United States,Santa Barbara,California",Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,356.79,7.00,99.90,4,28,2,2014
CA-2013-140046,29-07-2013,04-08-2013,KhloeMiller@gmail.com,"United States,Los Angeles,California",Labels,Avery 495,18.90,3.00,8.69,6,46,7,2013
CA-2013-140382,24-06-2013,26-06-2013,RubenDartt@gmail.com,"United States,San Francisco,California",Storage,Mobile Personal File Cube,93.68,4.00,25.29,2,27,6,2013
CA-2013-125094,06-11-2013,10-11-2013,NoraPreis@gmail.com,"United States,Seattle,Washington",Accessories,Cherry 142-key Programmable Keyboard,479.72,4.00,52.77,4,11,11,2013
CA-2012-139248,25-07-2012,30-07-2012,RussellD'Ascenzo@gmail.com,"United States,Los Angeles,California",Phones,Motorola L703CM,623.96,5.00,39.00,5,6.25,7,2012
CA-2012-126466,09-11-2012,13-11-2012,JesusOcampo@gmail.com,"United States,Roseville,California",Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2.48,2.00,1.17,4,47,11,2012
CA-2012-129917,02-10-2012,03-10-2012,HenryMacAllister@gmail.com,"United States,Los Angeles,California",Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.81,3.00,4.13,1,35,10,2012
CA-2012-115420,25-04-2012,02-05-2012,LindaSouthworth@gmail.com,"United States,Los Angeles,California",Envelopes,Laser & Ink Jet Business Envelopes,21.34,2.00,9.82,7,46,4,2012
CA-2012-167255,27-09-2012,29-09-2012,RickHuthwaite@gmail.com,"United States,San Francisco,California",Storage,"Personal Filing Tote with Lid, Black/Gray",15.51,1.00,4.34,2,28,9,2012
CA-2014-162096,11-11-2014,11-11-2014,ThomasBrumley@gmail.com,"United States,Riverside,California",Art,12 Colored Short Pencils,7.80,3.00,2.11,0,27,11,2014
CA-2013-163937,10-01-2013,13-01-2013,JoyBell-@gmail.com,"United States,Longview,Washington",Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5.00,7.70,3,31,1,2013
CA-2014-153822,20-09-2014,26-09-2014,AdrianBarton@gmail.com,"United States,Phoenix,Arizona",Storage,Akro Stacking Bins,12.62,2.00,-2.52,6,-20,9,2014
CA-2012-112144,28-06-2012,02-07-2012,CraigYedwab@gmail.com,"United States,Gilbert,Arizona",Labels,Avery 501,5.90,2.00,1.99,4,33.75,6,2012
CA-2014-149076,15-01-2014,20-01-2014,SeanO'Donnell@gmail.com,"United States,Los Angeles,California",Paper,Xerox 19,154.90,5.00,69.71,5,45,1,2014
CA-2012-166800,19-11-2012,26-11-2012,AleksandraGannaway@gmail.com,"United States,Las Vegas,Nevada",Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,31.08,4.00,8.39,7,27,11,2012
US-2013-134369,17-09-2013,23-09-2013,BeckyCastell@gmail.com,"United States,Laguna Niguel,California",Paper,Xerox 1966,12.96,2.00,6.35,6,49,9,2013
CA-2011-133158,19-08-2011,21-08-2011,DavidWiener@gmail.com,"United States,Los Angeles,California",Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",289.24,7.00,26.03,2,9,8,2011
CA-2014-141201,10-12-2014,12-12-2014,DanielByrd@gmail.com,"United States,Salinas,California",Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,148.26,3.00,15.70,2,10.58823529,12,2014
CA-2011-124737,23-08-2011,27-08-2011,ArthurPrichep@gmail.com,"United States,Denver,Colorado",Paper,Xerox 1976,15.55,3.00,5.44,4,35,8,2011
CA-2014-119494,10-11-2014,14-11-2014,JimEpp@gmail.com,"United States,San Diego,California",Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",523.39,3.00,52.34,4,10,11,2014
CA-2011-150581,08-04-2011,12-04-2011,NathanMautz@gmail.com,"United States,Concord,California",Tables,Bevis 36 x 72 Conference Tables,99.59,1.00,2.49,4,2.5,4,2011
